interval;a5_1@1;a5_1@2;a5_1@3;a5_1@4;a5_1@5;a5_1@6;a5_1@7;a5_1@8;a5_1@9;a5_1@10;a51_1@1;a51_1@2;a51_1@3;a51_1@4;a51_1@5;a51_1@6;a51_1@7;a51_1@8;a51_1@9;a6from_1;a6to_1;a7_1@1;a7_1@2;a7_1@3;a7_1@4;a7_1@5;a7_1@6;a7_1@8;a7_1@9;a7_1@10;a7_1@11;a7_1@12;a7_1@13;a7_1@14;a7_1@15;a7_1@16;a7_1@17;a7_1@18;a7_1@19;a7_1@20;a7_1@21;a7_1@22;a7_1@23;a7_1@24;a7_1@25;a7_1@7;a7_1@98;a8_1;trip_duration;transport;InterviewID
Morning time;0;Bus;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Education;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;16-30 min; ;4065768
Day time;0;Bus;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Education;Home;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Partner;16-30 min; ;4065768
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;Me;16-30 min;6;4065791
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;6;4065791
Morning time;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;3;4065797
Evening time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;2;4065797
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Workplace;Kid's education;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;76-90 min; ;4065798
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Kid's education;Workplace;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;4;4065798
Day time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;Partner;16-30 min;6;4065798
Day time;0;0;0;Bus;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Kid's education;0;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;Me;16-30 min; ;4065798
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Kid's education;Home;0;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;Me;16-30 min;6;4065798
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;4;4065801
Morning time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Workplace;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;1;4065801
Day time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Transport hubs;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;1;4065801
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;4;4065801
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min;6;4065801
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min; ;4065805
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min; ;4065805
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Nature (parks, countryside);Other;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;4;4065805
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Other;Leisure;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;4;4065805
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Leisure;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;4;4065805
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Other;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;4;4065805
Morning time;0;0;0;Bus;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;<=15 min; ;4065813
Morning time;Bus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;By myself;0;Workplace;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;<=15 min;1;4065813
Evening time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;1;4065813
Evening time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;<=15 min;1;4065813
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;There was a need to hurry;0;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;31-45 min;4;4065831
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;31-45 min;4;4065831
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;Partner;61-75 min;6;4065831
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;Partner;76-90 min;6;4065831
Day time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;1;4065836
Day time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;Me;<=15 min;1;4065836
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;16-30 min;6;4065836
Morning time;Bus;0;0;Bus;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;106-120 min; ;4065837
Morning time;Bus;0;0;Bus;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;106-120 min; ;4065837
Morning time;Bus;0;0;Bus;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;106-120 min; ;4065837
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4065837
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;76-90 min; ;4065837
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;Partner;76-90 min;6;4065837
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Client meeting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;Me;<=15 min;4;4065870
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Client meeting;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;4;4065870
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;61-75 min;6;4065883
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;76-90 min;6;4065883
Morning time;0;0;0;Bus;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Transport hubs;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;Me;46-60 min; ;4065908
Morning time;0;0;0;Bus;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Home;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;Me;46-60 min; ;4065908
Evening time;0;0;0;Bus;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Home;0;0;0;0;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;Me;46-60 min; ;4065908
Evening time;0;0;0;Bus;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;Me;46-60 min; ;4065908
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;6;4065964
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;Me;16-30 min;6;4065964
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;31-45 min;4;4065965
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;31-45 min;4;4065965
Morning time;0;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Education;Education;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;31-45 min;4;4065991
Day time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Education;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;31-45 min; ;4065991
Day time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;2;4065991
Evening time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Leisure;Home;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;9;4065991
Evening time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Leisure;Home;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;9;4065991
Morning time;0;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;<=15 min; ;4066006
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;Me;16-30 min; ;4066006
Day time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;1;4066006
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;4;4066006
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;Me;61-75 min;6;4066013
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;91-105 min;6;4066013
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;6;4066092
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;6;4066092
Morning time;0;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min; ;4066111
Evening time;0;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;61-75 min; ;4066111
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Kid's education;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;16-30 min;6;4066153
Day time;0;0;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Kid's education;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Partner;16-30 min;6;4066153
Evening time;0;0;0;0;0;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;Home;Friends/relatives;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;Partner;61-75 min;9;4066153
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;106-120 min; ;4066160
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;106-120 min; ;4066160
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;106-120 min; ;4066160
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;106-120 min; ;4066160
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;106-120 min;6;4066206
Night time;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;By myself;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;31-45 min;4;4066211
Morning time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Workplace;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;<=15 min;2;4066211
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;4;4066211
Morning time;Bus;0;0;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Transport hubs;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;16-30 min;1;4066240
Day time;Bus;Bus;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Transport hubs;Home;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;106-120 min; ;4066240
Day time;Bus;0;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Kid's education;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;16-30 min; ;4066240
Day time;0;Bus;0;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Kid's education;Home;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;2;4066240
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Government institutions;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;6;4066263
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Government institutions;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;6;4066263
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;4;4066308
Evening time;0;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;<=15 min; ;4066308
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;4;4066308
Day time;0;0;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Kid's education;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;<=15 min;3;4066319
Morning time;0;0;0;0;0;0;0;Bus;0;0;0;By myself;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;8;4066330
Morning time;0;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;<=15 min;4;4066330
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;<=15 min;4;4066330
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Other;Workplace;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;4;4066330
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;<=15 min;4;4066330
Evening time;0;0;0;0;0;0;0;Bus;0;0;0;By myself;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;8;4066330
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;0;0;By myself;By myself;0;0;0;0;Home;Other;0;0;0;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;Me;31-45 min;6;4066331
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;Home;Transport hubs;0;0;There was a need to hurry;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;16-30 min;6;4066331
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Home;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;Me;<=15 min;6;4066331
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;Me;<=15 min;6;4066331
Day time;0;0;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Leisure;0;There was a need to hurry;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;16-30 min;6;4066339
